session_id,partner_key,dispatch_date,delivery_mode,region,weather_condition,distance_km,package_weight_kg,delayed,delivery_status,delivery_cost,delivery_rating
10419,PRTN-333,20-09-2024,same day,north,hot,144.9,3.14,no,delivered,833.92,4
10420,PRTN-407,11-03-2024,same day,south,stormy,288.7,13.7,yes,delayed,1584.6,2
10421,PRTN-438,13-12-2024,express,north,clear,194.2,15.45,yes,delayed,1067.35,3
10423,PRTN-320,22-06-2024,same day,south,stormy,100.0,47.89,yes,failed,743.67,1
10427,PRTN-381,05-07-2024,same day,west,clear,262.2,30.93,yes,delayed,1503.79,3
10434,PRTN-292,18-01-2024,same day,central,hot,63.1,39.46,no,delivered,533.88,4
10438,PRTN-033,16-12-2024,two day,south,rainy,271.2,47.06,no,delivered,1497.18,5
10450,PRTN-037,18-07-2024,standard,south,clear,185.0,28.1,no,delivered,1009.3,5
10459,PRTN-082,16-06-2024,same day,east,cold,91.7,33.1,no,delivered,657.8,3
10462,PRTN-095,22-05-2024,standard,east,foggy,3.6,29.33,no,delivered,98.49,3
10464,PRTN-426,12-01-2024,same day,north,hot,297.1,22.31,no,delivered,1632.7206,5
10466,PRTN-460,09-06-2024,same day,north,foggy,181.0,42.11,yes,delayed,1131.33,2
10470,PRTN-118,19-06-2024,standard,south,stormy,133.6,34.25,no,delivered,770.75,5
10475,PRTN-207,06-09-2024,express,north,clear,152.9,17.79,yes,failed,867.87,1
10476,PRTN-306,24-12-2024,two day,central,foggy,107.5,12.46,no,delivered,574.88,5
10478,PRTN-393,14-03-2024,two day,south,clear,285.3,15.83,no,delivered,1473.99,4
10479,PRTN-348,16-07-2024,standard,west,clear,240.3,36.53,no,delivered,1311.09,4
10480,PRTN-336,22-04-2024,two day,central,cold,97.5,31.97,no,delivered,583.41,5
10482,PRTN-153,02-02-2024,same day,south,stormy,265.4,49.52,yes,delayed,1576.82,2
10483,PRTN-422,21-09-2024,standard,north,stormy,65.9,18.08,no,delivered,383.74,5
10495,PRTN-210,26-09-2024,two day,south,rainy,69.3,43.96,no,delivered,478.38,3
10501,PRTN-071,17-06-2024,two day,east,cold,78.5,48.65,no,delivered,538.45,3
10502,PRTN-355,13-12-2024,express,central,foggy,247.6,47.52,yes,delayed,1430.56,2
10505,PRTN-176,11-12-2024,express,central,foggy,213.0,31.18,yes,delayed,1208.54,2
10514,PRTN-444,23-06-2024,express,south,hot,78.7,26.28,yes,delayed,522.34,2
10518,PRTN-140,15-01-2024,express,west,stormy,147.0,0.81,yes,failed,787.43,2
10519,PRTN-468,12-01-2024,express,east,stormy,20.1,5.51,yes,delayed,167.03,3
10521,PRTN-340,17-08-2024,two day,central,foggy,241.7,42.46,no,delivered,1335.88,3
10529,PRTN-138,19-02-2024,two day,west,clear,273.7,42.15,no,delivered,1494.95,5
10539,PRTN-029,19-07-2024,two day,west,rainy,190.3,39.19,no,delivered,1069.07,5
10543,PRTN-102,03-06-2024,standard,west,cold,104.1,13.18,no,delivered,560.04,3
10547,PRTN-208,24-03-2024,two day,north,hot,205.6,25.3,no,delivered,1103.9,5
10550,PRTN-408,02-02-2024,express,west,cold,48.6,21.45,yes,delayed,357.35,3
10553,PRTN-327,30-07-2024,standard,west,rainy,131.4,38.89,no,delivered,773.67,5
10557,PRTN-466,25-01-2024,same day,north,rainy,275.6,37.47,yes,delayed,1590.41,2
10567,PRTN-362,21-12-2024,express,south,hot,250.7,21.97,no,delivered,1369.41,5
10577,PRTN-073,31-10-2024,express,north,cold,183.8,20.13,yes,delayed,1029.39,3
10581,PRTN-073,14-11-2024,express,north,foggy,56.7,17.93,no,delivered,387.29,5
10582,PRTN-201,06-06-2024,express,central,foggy,186.8,9.88,yes,delayed,1013.64,3
10584,PRTN-071,16-07-2024,two day,north,cold,23.9,37.52,no,delivered,232.06,4
10586,PRTN-266,02-08-2024,two day,central,cold,127.8,46.11,no,delivered,777.33,3
10588,PRTN-412,20-10-2024,same day,north,foggy,7.8,6.14,no,delivered,157.42,4
10592,PRTN-241,21-03-2024,express,east,cold,221.8,21.4,yes,delayed,1223.2,3
10593,PRTN-432,08-12-2024,standard,north,cold,281.8,4.81,no,delivered,1423.43,5
10598,PRTN-485,15-02-2024,standard,east,clear,244.1,30.93,no,delivered,1313.29,3
10602,PRTN-284,30-07-2024,standard,north,rainy,16.2,42.18,no,delivered,207.54,5
10604,PRTN-366,14-08-2024,same day,north,hot,281.6,37.26,no,delivered,1619.78,4
10608,PRTN-281,18-05-2024,standard,north,hot,114.5,36.37,no,delivered,681.61,4
10619,PRTN-278,12-10-2024,two day,central,clear,63.8,6.94,no,delivered,339.82,5
10627,PRTN-003,05-06-2024,two day,east,rainy,157.2,45.73,no,delivered,923.19,3
10629,PRTN-087,31-10-2024,two day,central,cold,37.4,11.8,no,delivered,222.4,5
10632,PRTN-263,03-01-2024,express,west,rainy,236.9,44.24,yes,failed,1367.22,1
10633,PRTN-289,14-08-2024,two day,west,cold,188.7,36.48,no,delivered,1052.94,5
10641,PRTN-010,30-08-2024,express,west,stormy,102.4,49.26,yes,failed,709.78,1
10644,PRTN-049,23-07-2024,express,north,hot,162.3,10.27,yes,failed,892.31,1
10647,PRTN-285,05-11-2024,standard,east,cold,230.1,37.02,no,delivered,1261.56,4
10649,PRTN-212,18-07-2024,express,central,clear,233.4,1.56,no,delivered,1221.68,5
10657,PRTN-044,01-07-2024,standard,central,rainy,15.6,41.81,no,delivered,203.43,4
10662,PRTN-431,23-01-2024,express,east,foggy,261.6,1.43,yes,delayed,1362.29,2
10675,PRTN-265,15-06-2024,express,west,foggy,239.5,28.4,yes,delayed,1332.7,3
10676,PRTN-451,12-06-2024,express,south,cold,86.0,37.99,no,delivered,593.97,5
10679,PRTN-032,19-09-2024,express,south,clear,286.1,34.66,no,delivered,1584.48,3
10683,PRTN-280,28-05-2024,two day,central,clear,18.7,42.48,no,delivered,220.94,5
10686,PRTN-042,07-06-2024,express,central,hot,4.7,19.82,no,delivered,132.96,5
10687,PRTN-348,13-07-2024,same day,north,cold,21.9,19.38,no,delivered,267.64,4
10689,PRTN-346,30-09-2024,same day,central,clear,216.1,13.03,no,delivered,1219.59,5
10690,PRTN-459,09-09-2024,standard,central,hot,94.4,49.41,no,delivered,620.23,4
10691,PRTN-168,12-05-2024,express,north,stormy,37.0,15.58,yes,delayed,281.74,2
10695,PRTN-050,29-01-2024,same day,south,clear,170.5,32.26,no,delivered,1049.28,5
10706,PRTN-377,18-09-2024,express,central,foggy,209.4,33.1,yes,delayed,1196.3,2
10709,PRTN-482,30-09-2024,two day,south,foggy,16.4,25.34,no,delivered,158.02,3
10712,PRTN-374,29-02-2024,two day,central,rainy,258.7,26.03,no,delivered,1371.59,5
10716,PRTN-201,01-06-2024,same day,central,hot,195.6,46.06,yes,delayed,1216.18,2
10723,PRTN-285,25-10-2024,standard,central,foggy,27.6,9.22,no,delivered,165.66,4
10724,PRTN-485,06-03-2024,same day,south,rainy,185.7,1.75,no,delivered,1033.75,5
10727,PRTN-368,15-07-2024,standard,south,cold,255.8,0.77,no,delivered,1281.31,3
10737,PRTN-086,07-09-2024,standard,central,cold,151.6,22.35,no,delivered,825.05,4
10744,PRTN-414,24-08-2024,same day,south,clear,227.6,44.82,no,delivered,1372.46,5
10748,PRTN-433,07-03-2024,express,north,hot,180.9,4.58,yes,delayed,968.24,2
10749,PRTN-242,07-02-2024,express,west,rainy,69.6,15.92,yes,delayed,445.76,2
10753,PRTN-367,27-01-2024,two day,west,hot,294.3,29.03,no,delivered,1558.59,5
10759,PRTN-016,25-06-2024,same day,west,hot,280.2,22.89,no,delivered,1569.67,4
10762,PRTN-025,13-07-2024,two day,north,rainy,116.8,25.93,no,delivered,661.79,4
10766,PRTN-463,23-04-2024,same day,south,hot,10.8,45.66,no,delivered,290.98,4
10772,PRTN-098,26-06-2024,two day,central,clear,30.7,25.69,no,delivered,230.57,5
10773,PRTN-435,20-10-2024,two day,west,foggy,169.3,29.58,no,delivered,935.24,5
10782,PRTN-145,10-06-2024,standard,east,foggy,273.4,1.8,no,delivered,1372.4,4
10784,PRTN-344,21-10-2024,express,west,rainy,235.0,45.65,yes,delayed,1361.95,2
10791,PRTN-362,10-12-2024,express,south,cold,167.8,13.86,no,delivered,930.58,4
10803,PRTN-272,01-07-2024,same day,west,rainy,107.5,47.28,no,delivered,779.34,5
10808,PRTN-329,19-08-2024,express,east,clear,68.1,28.37,no,delivered,475.61,4
10810,PRTN-170,02-11-2024,standard,south,rainy,251.0,36.81,no,delivered,1365.43,4
10814,PRTN-392,27-09-2024,two day,north,rainy,56.0,18.05,no,delivered,334.15,5
10825,PRTN-039,02-04-2024,standard,north,clear,169.2,25.08,no,delivered,921.24,4
10826,PRTN-401,23-01-2024,express,north,clear,92.6,37.47,yes,failed,625.41,1
10829,PRTN-361,19-06-2024,standard,central,clear,78.8,19.86,no,delivered,453.58,4
10835,PRTN-275,23-05-2024,standard,central,clear,64.0,12.31,no,delivered,356.93,3
10838,PRTN-402,02-01-2024,express,central,hot,156.5,48.28,yes,delayed,977.34,2
10847,PRTN-372,30-06-2024,same day,central,rainy,263.4,24.8,yes,failed,1491.4,2
10849,PRTN-465,17-12-2024,same day,west,stormy,276.2,37.43,yes,delayed,1593.29,3
10850,PRTN-386,30-11-2024,same day,east,cold,70.5,44.12,no,delivered,584.86,4
10854,PRTN-122,23-05-2024,standard,central,rainy,294.0,39.4,no,delivered,1588.2,5
10861,PRTN-221,30-05-2024,express,west,clear,172.9,47.58,yes,delayed,1057.24,2
10865,PRTN-401,31-01-2024,express,west,foggy,188.9,19.8,yes,delayed,1053.9,2
10867,PRTN-473,18-12-2024,express,central,clear,46.5,25.38,no,delivered,358.64,3
10877,PRTN-171,22-05-2024,standard,north,cold,3.6,34.22,no,delivered,120.16,4
10883,PRTN-178,17-02-2024,standard,west,rainy,201.2,8.46,no,delivered,1031.38,5
10888,PRTN-364,23-03-2024,two day,south,stormy,166.3,41.39,no,delivered,955.67,5
10889,PRTN-218,21-09-2024,standard,north,foggy,151.3,12.16,no,delivered,792.98,4
10895,PRTN-444,14-07-2024,express,west,clear,156.2,1.83,yes,failed,836.49,1
10902,PRTN-343,03-10-2024,standard,west,hot,238.3,40.51,no,delivered,1313.03,3
10906,PRTN-270,25-03-2024,express,central,foggy,245.1,6.22,yes,delayed,1294.16,3
10908,PRTN-257,13-08-2024,two day,west,hot,91.8,42.03,no,delivered,585.09,4
10914,PRTN-447,13-12-2024,two day,central,hot,42.5,26.57,no,delivered,292.21,5
10915,PRTN-440,08-12-2024,express,east,foggy,240.7,8.81,yes,delayed,1279.93,3
10917,PRTN-314,09-10-2024,standard,central,stormy,154.3,13.51,no,delivered,812.03,4
10920,PRTN-141,03-03-2024,express,west,foggy,171.9,40.3,yes,delayed,1030.4,2
10924,PRTN-276,14-05-2024,express,central,foggy,196.8,41.67,yes,delayed,1159.01,3
10925,PRTN-418,24-05-2024,standard,central,foggy,78.8,35.44,no,delivered,500.32,3
10929,PRTN-168,06-06-2024,two day,north,stormy,70.2,0.67,no,delivered,351.87,3
10953,PRTN-231,07-08-2024,standard,north,clear,195.5,46.87,no,delivered,1118.11,4
10960,PRTN-075,27-08-2024,same day,west,stormy,192.8,29.6,yes,delayed,1152.8,2
10962,PRTN-331,14-06-2024,standard,central,hot,296.3,28.97,no,delivered,1568.41,4
10965,PRTN-128,01-12-2024,same day,east,stormy,272.2,29.93,yes,failed,1550.79,1
10967,PRTN-378,04-10-2024,standard,south,clear,150.8,22.7,no,delivered,822.1,5
10970,PRTN-346,19-09-2024,two day,central,clear,52.1,40.81,no,delivered,382.93,5
10972,PRTN-339,21-04-2024,two day,north,foggy,178.5,5.98,no,delivered,910.44,3
10978,PRTN-090,13-09-2024,express,east,rainy,243.2,6.98,yes,failed,1286.94,1
10980,PRTN-158,12-11-2024,standard,south,cold,199.1,46.14,no,delivered,1133.92,5
10985,PRTN-424,02-09-2024,same day,north,rainy,33.4,31.0,no,delivered,360.0,5
10987,PRTN-364,13-04-2024,two day,east,foggy,198.5,0.87,no,delivered,995.11,4
10988,PRTN-195,28-11-2024,same day,west,clear,239.5,15.38,no,delivered,1343.64,4
10990,PRTN-334,25-03-2024,same day,south,stormy,99.8,11.0,yes,failed,632.0,2
10994,PRTN-262,03-11-2024,two day,west,rainy,42.8,33.07,no,delivered,313.21,4
11005,PRTN-041,26-12-2024,two day,east,hot,232.2,46.79,no,delivered,1301.37,4
11009,PRTN-390,11-11-2024,express,central,rainy,244.8,35.42,yes,delayed,1380.26,2
11011,PRTN-269,05-10-2024,standard,east,hot,77.0,45.18,no,delivered,520.54,4
11014,PRTN-105,27-03-2024,standard,south,foggy,195.6,16.81,no,delivered,1028.43,4
11018,PRTN-231,12-08-2024,standard,north,clear,22.2,19.23,no,delivered,168.69,5
11024,PRTN-402,18-01-2024,standard,central,foggy,81.7,21.12,no,delivered,471.86,5
11030,PRTN-300,21-11-2024,express,south,hot,286.5,1.35,yes,failed,1486.55,1
11036,PRTN-436,29-05-2024,same day,west,cold,289.4,39.26,yes,delayed,1632.7206,2
11044,PRTN-091,06-06-2024,standard,south,clear,246.7,15.06,no,delivered,1278.68,3
11045,PRTN-138,13-03-2024,two day,south,hot,101.0,38.51,no,delivered,620.53,3
11049,PRTN-278,05-11-2024,standard,south,clear,4.6,36.21,no,delivered,131.63,5
11055,PRTN-291,05-03-2024,same day,west,foggy,180.4,29.31,no,delivered,1089.93,5
11062,PRTN-427,08-09-2024,two day,east,foggy,269.6,30.71,no,delivered,1440.13,4
11063,PRTN-439,21-12-2024,express,west,clear,218.8,8.4,yes,failed,1169.2,2
11068,PRTN-110,15-06-2024,standard,central,rainy,239.7,30.93,no,delivered,1291.29,3
11075,PRTN-388,17-08-2024,same day,south,cold,51.5,39.35,no,delivered,475.55,3
11079,PRTN-331,16-07-2024,two day,south,cold,27.3,15.94,no,delivered,184.32,5
11081,PRTN-012,04-02-2024,same day,north,rainy,225.6,18.22,no,delivered,1282.66,3
11084,PRTN-453,29-08-2024,two day,west,hot,225.7,40.16,no,delivered,1248.98,3
11092,PRTN-372,25-06-2024,two day,east,clear,34.1,22.37,no,delivered,237.61,5
11093,PRTN-012,05-02-2024,express,west,clear,249.7,12.37,yes,delayed,1335.61,2
11095,PRTN-255,14-07-2024,two day,south,foggy,235.2,2.92,no,delivered,1184.76,3
11099,PRTN-229,05-07-2024,same day,west,stormy,29.4,8.3,no,delivered,271.9,4
11101,PRTN-179,05-12-2024,express,north,cold,78.0,44.16,no,delivered,572.48,5
11104,PRTN-282,28-03-2024,express,south,stormy,251.9,13.02,yes,delayed,1348.56,3
11132,PRTN-349,03-04-2024,express,south,stormy,57.2,37.52,yes,delayed,448.56,2
11135,PRTN-188,07-07-2024,two day,central,stormy,82.0,12.27,no,delivered,446.81,4
11137,PRTN-041,04-12-2024,standard,west,clear,3.6,43.18,no,delivered,147.54,3
11144,PRTN-083,30-03-2024,express,east,stormy,201.7,31.64,yes,delayed,1153.42,2
11150,PRTN-437,25-02-2024,express,south,rainy,37.1,0.98,yes,failed,238.44,1
11152,PRTN-372,27-06-2024,standard,east,clear,65.9,7.76,no,delivered,352.78,3
11153,PRTN-247,09-06-2024,standard,east,hot,217.3,20.21,no,delivered,1147.13,3
11157,PRTN-462,22-03-2024,express,central,cold,89.0,21.93,no,delivered,560.79,3
11159,PRTN-174,26-12-2024,same day,west,hot,224.1,23.11,no,delivered,1289.83,4
11160,PRTN-234,30-09-2024,same day,central,stormy,150.5,22.76,yes,delayed,920.78,2
11162,PRTN-020,27-09-2024,two day,south,hot,25.5,16.63,no,delivered,177.39,5
11165,PRTN-321,16-12-2024,standard,west,clear,139.4,22.63,no,delivered,764.89,4
11188,PRTN-253,12-02-2024,express,east,clear,233.7,40.88,yes,delayed,1341.14,2
11192,PRTN-002,28-09-2024,standard,north,stormy,151.5,14.23,no,delivered,800.19,4
11206,PRTN-274,24-04-2024,standard,west,clear,64.7,36.19,no,delivered,432.07,5
11214,PRTN-211,05-08-2024,two day,central,foggy,180.2,14.16,no,delivered,943.48,4
11223,PRTN-015,10-12-2024,standard,west,stormy,59.6,20.69,no,delivered,360.07,5
11226,PRTN-254,30-12-2024,same day,east,cold,289.5,49.41,no,delivered,1632.7206,4
11227,PRTN-121,07-05-2024,standard,central,clear,114.3,49.1,no,delivered,718.8,5
11236,PRTN-047,09-04-2024,express,south,stormy,52.2,5.7,yes,failed,328.1,1
11238,PRTN-046,21-12-2024,express,south,rainy,256.0,43.06,yes,failed,1459.18,2
11247,PRTN-448,20-03-2024,standard,east,stormy,45.3,3.05,no,delivered,235.65,5
11248,PRTN-173,01-10-2024,standard,west,rainy,104.5,36.74,no,delivered,632.72,3
11250,PRTN-193,09-09-2024,same day,central,hot,75.2,18.01,no,delivered,530.03,3
11255,PRTN-403,04-04-2024,two day,west,stormy,276.4,44.32,no,delivered,1514.96,5
11256,PRTN-356,18-10-2024,standard,west,stormy,237.2,5.03,no,delivered,1201.09,5
11257,PRTN-447,23-12-2024,standard,west,clear,87.3,35.26,no,delivered,542.28,4
11260,PRTN-108,20-06-2024,standard,north,clear,62.8,49.52,no,delivered,462.68,4
11262,PRTN-403,26-03-2024,standard,south,rainy,177.6,5.36,no,delivered,904.08,5
11264,PRTN-315,15-03-2024,standard,north,rainy,240.9,17.3,no,delivered,1256.4,5
11265,PRTN-138,07-03-2024,same day,east,hot,198.4,25.17,no,delivered,1167.51,4
11267,PRTN-168,10-05-2024,express,east,foggy,163.4,45.96,yes,delayed,1004.88,3
11274,PRTN-258,18-03-2024,two day,north,cold,259.7,42.36,no,delivered,1425.58,5
11299,PRTN-430,12-11-2024,two day,east,foggy,29.3,45.45,no,delivered,282.85,4
11300,PRTN-465,27-12-2024,standard,central,clear,11.4,7.45,no,delivered,95.6674,5
11307,PRTN-160,04-05-2024,two day,north,foggy,114.6,9.53,no,delivered,601.59,3
11313,PRTN-218,27-09-2024,same day,west,foggy,255.1,21.39,yes,delayed,1439.67,2
11314,PRTN-178,21-03-2024,same day,south,clear,90.6,23.28,no,delivered,622.84,5
11316,PRTN-287,18-06-2024,standard,north,stormy,177.8,1.48,no,delivered,893.44,3
11317,PRTN-456,20-12-2024,express,central,stormy,78.8,47.94,yes,delayed,587.82,2
11319,PRTN-415,26-05-2024,standard,west,cold,186.4,24.5,no,delivered,1005.5,4
11320,PRTN-002,27-09-2024,standard,east,rainy,277.1,10.23,no,delivered,1416.19,4
11331,PRTN-476,06-01-2024,express,south,rainy,216.2,17.19,yes,delayed,1182.57,3
11335,PRTN-238,18-09-2024,standard,west,stormy,192.7,39.26,no,delivered,1081.28,3
11337,PRTN-311,23-10-2024,express,north,cold,24.8,33.51,yes,failed,274.53,2
11341,PRTN-442,25-09-2024,express,north,clear,114.8,10.3,yes,delayed,654.9,2
11344,PRTN-301,08-08-2024,express,east,hot,3.6,4.06,no,delivered,95.6674,4
11345,PRTN-354,05-12-2024,express,east,foggy,103.6,1.2,yes,failed,571.6,1
11346,PRTN-214,14-10-2024,express,north,foggy,171.0,12.11,yes,delayed,941.33,2
11347,PRTN-371,29-11-2024,standard,north,foggy,270.1,25.0,no,delivered,1425.5,5
11359,PRTN-419,05-11-2024,standard,south,cold,57.0,36.08,no,delivered,393.24,5
11360,PRTN-208,23-03-2024,same day,north,clear,289.5,13.02,yes,delayed,1586.56,2
11364,PRTN-299,09-12-2024,same day,south,clear,32.9,12.17,no,delivered,301.01,3
11372,PRTN-383,06-07-2024,same day,south,clear,43.6,32.68,no,delivered,416.04,5
11376,PRTN-322,17-01-2024,standard,south,cold,262.3,35.89,no,delivered,1419.17,5
11378,PRTN-186,23-03-2024,express,south,hot,82.9,35.31,yes,delayed,570.43,2
11380,PRTN-176,12-12-2024,standard,north,foggy,207.3,32.56,no,delivered,1134.18,4
11381,PRTN-155,06-12-2024,standard,south,clear,246.5,15.21,no,delivered,1278.13,5
11386,PRTN-338,05-02-2024,express,south,rainy,278.1,7.75,yes,failed,1463.75,1
11389,PRTN-400,18-04-2024,same day,north,hot,111.1,22.83,no,delivered,723.99,4
11399,PRTN-131,07-02-2024,two day,east,cold,147.3,1.23,no,delivered,740.19,5
11401,PRTN-112,27-10-2024,same day,central,hot,215.4,4.86,no,delivered,1191.58,4
11402,PRTN-289,29-07-2024,two day,east,foggy,78.2,6.31,no,delivered,409.93,4
11403,PRTN-215,21-04-2024,standard,central,rainy,215.5,9.71,no,delivered,1106.63,5
11406,PRTN-046,21-12-2024,express,west,rainy,109.1,1.4,yes,delayed,599.7,2
11411,PRTN-085,09-05-2024,two day,south,rainy,54.5,16.58,no,delivered,322.24,5
11417,PRTN-197,23-01-2024,standard,north,hot,46.8,18.79,no,delivered,290.37,5
11422,PRTN-249,24-07-2024,same day,central,hot,269.9,24.83,no,delivered,1523.99,5
11424,PRTN-217,01-08-2024,express,south,clear,166.2,23.5,no,delivered,951.5,4
11436,PRTN-272,13-06-2024,standard,north,stormy,133.2,30.68,no,delivered,758.04,5
11442,PRTN-470,02-11-2024,same day,west,cold,132.4,16.54,no,delivered,811.62,5
11449,PRTN-067,17-06-2024,standard,south,hot,45.1,13.67,no,delivered,266.51,5
11450,PRTN-350,08-03-2024,two day,north,rainy,243.4,41.22,no,delivered,1340.66,3
11452,PRTN-015,05-12-2024,express,east,hot,257.8,34.64,yes,failed,1442.92,1
11454,PRTN-059,19-10-2024,express,central,cold,32.1,43.69,no,delivered,341.57,4
11456,PRTN-166,17-12-2024,express,north,stormy,191.4,34.19,yes,delayed,1109.57,3
11464,PRTN-429,13-01-2024,express,central,rainy,269.0,11.69,yes,delayed,1430.07,2
11467,PRTN-136,30-09-2024,express,central,rainy,158.3,31.67,yes,delayed,936.51,3
11469,PRTN-107,21-08-2024,two day,north,rainy,43.9,35.87,no,delivered,327.11,4
11479,PRTN-052,11-01-2024,same day,west,foggy,84.1,19.42,no,delivered,578.76,3
11480,PRTN-320,26-06-2024,same day,west,clear,148.0,49.52,no,delivered,989.91,4
11488,PRTN-169,21-08-2024,same day,south,foggy,179.5,32.88,no,delivered,1096.14,5
11491,PRTN-295,13-10-2024,standard,south,clear,143.7,2.17,no,delivered,725.01,5
11492,PRTN-413,16-01-2024,standard,south,rainy,157.1,22.34,no,delivered,852.52,5
11495,PRTN-257,23-07-2024,standard,south,rainy,141.2,47.18,no,delivered,847.54,4
11498,PRTN-402,26-01-2024,standard,south,foggy,207.9,18.33,no,delivered,1094.49,5
11500,PRTN-467,08-09-2024,two day,north,foggy,39.4,36.81,no,delivered,307.43,4
11514,PRTN-400,03-04-2024,same day,central,rainy,158.5,1.51,no,delivered,897.03,4
11520,PRTN-075,27-07-2024,same day,east,hot,189.1,18.96,yes,delayed,1102.38,2
11523,PRTN-454,04-10-2024,two day,west,clear,266.1,22.25,no,delivered,1397.25,5
11527,PRTN-352,16-06-2024,standard,east,foggy,155.0,21.68,no,delivered,840.04,4
11532,PRTN-482,09-10-2024,standard,west,hot,130.3,22.95,no,delivered,720.35,5
11534,PRTN-193,24-09-2024,express,east,hot,167.2,49.52,no,delivered,1035.82,5
11542,PRTN-332,09-04-2024,same day,central,cold,211.3,48.95,no,delivered,1303.35,4
11543,PRTN-439,27-12-2024,express,central,cold,193.4,11.65,no,delivered,1051.95,4
11552,PRTN-048,01-04-2024,same day,west,rainy,205.7,27.32,yes,failed,1210.46,1
11558,PRTN-067,30-06-2024,same day,west,stormy,3.6,30.9,no,delivered,204.2,3
11563,PRTN-463,30-04-2024,two day,west,stormy,84.9,1.37,no,delivered,428.61,4
11569,PRTN-467,10-10-2024,two day,south,cold,297.1,15.17,no,delivered,1535.51,4
11570,PRTN-258,22-02-2024,two day,west,hot,68.5,2.0,no,delivered,348.5,4
11571,PRTN-383,17-06-2024,same day,north,rainy,188.7,14.51,yes,delayed,1087.03,2
11576,PRTN-445,29-12-2024,two day,west,foggy,76.8,17.97,no,delivered,437.91,5
11579,PRTN-220,11-11-2024,standard,north,cold,272.2,3.87,no,delivered,1372.61,5
11582,PRTN-468,07-02-2024,two day,south,clear,14.9,1.03,no,delivered,95.6674,4
11585,PRTN-041,26-11-2024,standard,east,cold,102.4,14.87,no,delivered,556.61,5
11589,PRTN-115,22-12-2024,express,east,clear,231.7,22.85,no,delivered,1277.05,4
11594,PRTN-388,27-07-2024,standard,central,cold,42.2,3.79,no,delivered,222.37,3
11618,PRTN-087,14-10-2024,two day,east,rainy,207.2,42.43,no,delivered,1163.29,5
11620,PRTN-308,20-12-2024,express,central,cold,234.2,37.76,yes,failed,1334.28,1
11622,PRTN-035,07-03-2024,express,south,stormy,165.0,28.82,yes,delayed,961.46,2
11623,PRTN-215,27-04-2024,express,south,foggy,171.2,22.48,yes,delayed,973.44,3
11628,PRTN-189,13-09-2024,same day,north,stormy,82.4,48.33,no,delivered,656.99,3
11630,PRTN-206,09-06-2024,express,west,clear,94.5,13.32,yes,delayed,562.46,3
11633,PRTN-367,08-01-2024,express,east,foggy,272.2,7.57,yes,delayed,1433.71,3
11641,PRTN-446,18-11-2024,standard,north,hot,68.1,22.07,no,delivered,406.71,3
11648,PRTN-428,18-05-2024,two day,east,foggy,230.1,33.06,no,delivered,1249.68,3
11653,PRTN-183,28-05-2024,two day,west,foggy,83.5,15.16,no,delivered,462.98,5
11654,PRTN-403,02-04-2024,same day,south,cold,64.2,13.52,no,delivered,461.56,3
11656,PRTN-266,31-07-2024,two day,north,hot,124.3,48.25,no,delivered,766.25,5
11666,PRTN-172,02-04-2024,express,east,cold,212.8,11.94,no,delivered,1149.82,5
11669,PRTN-274,04-04-2024,same day,south,stormy,15.3,3.07,no,delivered,185.71,3
11671,PRTN-045,22-06-2024,express,north,cold,291.7,2.6,yes,delayed,1516.3,2
11681,PRTN-436,13-05-2024,two day,north,clear,13.0,30.82,no,delivered,157.46,4
11684,PRTN-471,27-11-2024,standard,east,foggy,270.2,2.87,no,delivered,1359.61,5
11686,PRTN-113,03-09-2024,standard,north,clear,183.5,2.68,no,delivered,925.54,4
11690,PRTN-343,05-09-2024,express,south,clear,279.4,8.16,yes,delayed,1471.48,3
11703,PRTN-404,10-10-2024,two day,central,cold,5.3,31.87,no,delivered,122.11,4
11716,PRTN-220,23-10-2024,express,west,stormy,3.6,24.31,yes,delayed,129.43,3
11718,PRTN-463,10-04-2024,same day,central,clear,78.7,8.1,no,delivered,517.8,4
11723,PRTN-134,08-08-2024,two day,south,hot,134.1,44.51,no,delivered,804.03,4
11732,PRTN-399,25-08-2024,same day,north,cold,231.7,6.98,yes,failed,1279.44,2
11733,PRTN-445,27-12-2024,express,west,cold,106.6,4.93,no,delivered,597.79,4
11738,PRTN-281,25-05-2024,express,south,clear,111.8,9.63,no,delivered,637.89,4
11739,PRTN-298,06-05-2024,two day,west,stormy,17.3,18.49,no,delivered,141.97,3
11749,PRTN-468,08-01-2024,same day,east,stormy,149.6,11.77,no,delivered,883.31,5
11751,PRTN-029,16-07-2024,two day,north,rainy,90.7,26.77,no,delivered,533.81,4
11753,PRTN-164,03-09-2024,standard,central,foggy,11.2,28.42,no,delivered,141.26,4
11756,PRTN-001,05-12-2024,same day,north,cold,65.4,3.71,no,delivered,438.13,5
11757,PRTN-174,04-12-2024,two day,west,rainy,252.2,15.52,no,delivered,1307.56,5
11760,PRTN-154,21-08-2024,standard,south,cold,293.3,27.55,no,delivered,1549.15,5
11761,PRTN-072,20-02-2024,standard,south,stormy,133.3,28.35,no,delivered,751.55,3
11764,PRTN-293,18-03-2024,standard,north,cold,13.3,18.75,no,delivered,122.75,5
11765,PRTN-323,23-04-2024,two day,south,hot,125.0,25.96,no,delivered,702.88,4
11771,PRTN-215,09-04-2024,two day,east,cold,43.8,10.31,no,delivered,249.93,5
